mode,mean_ref_amplitude,mean_pred_amplitude,mean_abs_spectral_error,relative_spectral_error,contribution_to_total_spectral_error
51,2.8440101914839015e-06,1.0102709308399724e-15,2.8440101918957187e-06,1.0000000001448015,5.048164174251029e-13
52,2.211007523299403e-06,6.914200567679857e-16,2.2110075235713288e-06,1.0000000001229874,3.0806711641043926e-13
53,1.7198794496888325e-06,1.886017809432427e-15,1.7198794508683653e-06,1.000000000685823,1.8802697277427205e-13
54,1.3384452072211895e-06,5.768207508587062e-16,1.3384452074619874e-06,1.0000000001799088,1.147587490613391e-13
55,1.042122719454009e-06,8.846973457801754e-16,1.0421227197230672e-06,1.000000000258183,7.005160116393497e-14
56,8.116785783721234e-07,7.305561396814361e-16,8.116785787122997e-07,1.000000000419102,4.2757442407992744e-14
57,6.324727730512767e-07,1.025726847363045e-15,6.324727734800016e-07,1.000000000677855,2.6102872930131427e-14
58,4.929451820560072e-07,6.511247823438531e-16,4.929451823535223e-07,1.000000000603546,1.5932700037187283e-14
59,3.843586836965569e-07,1.1801023495582006e-15,3.843586843647142e-07,1.0000000017383692,9.72760769340848e-15
60,2.997245715402578e-07,9.10834074308855e-16,2.997245717587659e-07,1.0000000007290297,5.937391490152414e-15
61,2.3382626880042677e-07,1.358378865704822e-15,2.3382626942653351e-07,1.0000000026776579,3.625406185502252e-15
62,1.8241122510681665e-07,8.359042463017697e-16,1.824112254721916e-07,1.0000000020030289,2.212657323481037e-15
63,1.4237048698827692e-07,2.3400378923928487e-15,1.4237048819756701e-07,1.0000000084939662,1.3512423084016223e-15
64,1.1109603818096508e-07,8.031528579579103e-16,1.1109603849190252e-07,1.0000000027988167,8.245779599451833e-16
65,8.674451419097129e-08,2.2927843557190323e-15,8.674451529976237e-08,1.0000000127822617,5.036572317405056e-16
66,6.770009560855644e-08,8.568563032293785e-16,6.770009598894239e-08,1.0000000056186915,3.072811208018917e-16
67,5.288109899072143e-08,1.204258240346825e-15,5.288109946837912e-08,1.0000000090326733,1.8774465190597097e-16
68,4.1272473763671924e-08,9.197862752756213e-16,4.1272474030763965e-08,1.0000000064714327,1.1450168653247884e-16
69,3.2251596778806144e-08,1.3546370092642993e-15,3.225159750360138e-08,1.000000022473158,6.999115868415999e-17
70,2.5168471295479925e-08,6.712682348321439e-16,2.51684714489061e-08,1.000000006095967,4.266182130051641e-17
71,1.967726984602665e-08,8.884381414328911e-16,1.9677270087990092e-08,1.0000000122965962,2.6096602827590943e-17
